ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2264,Christy Roberts,14,Other,South Robert,9th,5.9,6.3,94,2,1.5,3,4,2,0,1.0,127,14,1.8,2.9,0.9,Education,3,6.6,10.0
2303,Phillip Mcdonald,13,Female,Lake Matthewburgh,12th,5.2,4.9,89,5,0.4,3,7,9,0,0.7,91,7,2.6,4.0,1.1,Gaming,9,3.4,10.0
328,Anthony Sutton,16,Female,Fosterberg,8th,3.7,6.7,53,6,1.9,10,8,7,0,1.7,26,9,2.3,0.0,0.0,Education,7,8.2,5.0
1791,Tiffany Garcia,14,Other,East Josephfurt,11th,2.9,4.8,51,7,1.8,3,7,3,0,1.0,123,13,3.1,2.5,0.7,Social Media,2,5.3,10.0
443,Douglas Fisher,19,Female,Bonnieland,7th,6.5,7.4,51,6,0.8,6,1,7,1,1.3,108,6,2.0,1.6,0.9,Other,6,2.9,9.8
1859,Erica Delgado MD,15,Female,South David,11th,6.6,4.2,61,3,1.0,6,3,6,1,1.3,86,13,2.2,3.2,0.7,Gaming,5,5.4,10.0
2171,Robert Jones,16,Female,Zamoraville,10th,7.1,5.6,79,9,0.5,2,3,9,1,0.7,141,11,2.7,1.8,1.5,Other,4,6.3,10.0
2833,Ryan Moreno,18,Male,East Alejandro,11th,9.4,3.0,62,0,1.7,10,9,2,0,1.3,101,20,1.5,1.7,1.1,Gaming,8,3.5,10.0
833,David Newton,19,Other,West Scott,10th,2.8,7.1,64,1,0.1,4,2,4,1,0.8,109,12,3.1,1.0,1.6,Social Media,7,4.6,7.9
2375,Richard Thompson,14,Female,East Aprilberg,7th,7.4,6.7,75,5,0.0,7,4,6,0,1.2,28,16,2.5,1.8,1.4,Education,2,5.7,10.0
2104,Danielle Cunningham,13,Male,South Beverlyshire,9th,3.2,5.5,52,4,0.1,4,4,8,1,1.1,47,11,3.4,1.5,1.2,Browsing,7,6.2,8.5
1415,Vanessa Bennett,17,Female,Washingtonside,9th,3.5,5.7,59,9,0.9,5,2,1,0,1.2,105,10,2.1,1.7,0.7,Gaming,9,6.6,8.5
1202,Leonard Moore,15,Male,North Justinside,7th,1.9,6.2,92,8,0.7,6,5,8,0,0.6,99,14,1.1,1.3,1.2,Other,2,6.1,6.0
2315,Patricia Clark,19,Female,Lake Brianaville,10th,4.9,7.1,59,0,1.4,10,2,3,0,1.1,115,19,2.7,2.4,0.5,Browsing,5,6.9,10.0
1500,Debra Owen,19,Male,Nicoletown,10th,2.6,7.5,83,10,1.4,10,9,7,1,0.5,24,5,2.5,1.1,0.5,Education,2,6.5,3.9
2878,Daniel Hughes,16,Female,Stevenmouth,8th,4.4,7.4,74,2,0.0,1,8,3,1,1.3,107,6,3.3,0.8,2.0,Other,9,3.6,8.1
87,James Herrera,13,Other,Lake Nancy,10th,7.3,5.6,84,1,0.2,4,1,8,0,1.2,22,11,2.2,2.0,0.9,Other,1,4.1,10.0
1404,Victor Hudson,13,Male,South Victor,12th,5.7,6.2,73,6,1.5,6,3,8,0,1.4,64,20,3.5,2.3,1.0,Other,8,7.4,10.0
2927,Lisa Cochran,18,Other,South Derek,12th,6.9,10.0,90,5,1.8,10,9,8,0,0.7,96,11,2.9,3.0,0.5,Other,8,1.6,10.0
1482,Kimberly Rubio,15,Other,West Kimberlyview,10th,7.0,7.5,77,8,1.8,2,6,5,1,1.4,129,11,2.9,1.4,0.5,Education,7,7.3,10.0
778,Jacob Mccullough,19,Other,Raymondside,12th,3.1,6.8,84,3,1.4,5,5,10,1,1.4,85,7,2.2,2.3,2.1,Education,1,8.7,7.3
800,Zachary Moore,16,Male,Lake Emilyhaven,9th,7.8,5.5,96,8,1.6,8,1,6,0,1.1,74,18,2.7,3.2,0.0,Gaming,6,6.8,10.0
1667,Carol Weaver,13,Male,Gibsonchester,9th,8.0,5.7,65,6,1.7,9,2,6,1,0.5,89,6,0.8,3.2,0.8,Other,6,3.3,10.0
55,Candace Anderson,14,Other,Kimberlyburgh,11th,4.4,4.1,56,9,1.7,7,7,1,1,0.8,129,16,4.9,1.4,0.6,Other,10,6.1,10.0
2363,Heather Snyder,13,Male,New Sharonville,11th,3.3,6.5,76,7,2.3,4,5,5,0,0.7,31,20,1.9,2.3,1.8,Other,3,2.9,8.9
1288,Brianna Smith,15,Male,Port Alejandrochester,12th,5.9,7.1,86,9,0.6,8,4,6,1,0.4,61,10,0.7,1.9,1.6,Social Media,7,4.5,8.2
1668,John Moss,16,Female,Lisaview,9th,3.5,9.4,83,3,2.5,7,9,9,0,0.3,38,18,4.4,2.7,2.1,Social Media,1,7.7,10.0
2587,Tara Rice,19,Female,South Michelle,12th,2.0,7.1,51,3,0.6,4,5,6,1,0.0,65,18,3.6,1.5,2.4,Other,1,7.5,8.4
2155,Kayla Wade,19,Male,West Amanda,8th,4.4,7.3,83,6,1.8,7,4,4,0,1.5,133,11,2.4,3.1,0.0,Social Media,2,4.3,10.0
1702,James Taylor,13,Female,Rodriguezmouth,9th,5.3,5.4,73,4,1.9,1,8,10,1,1.2,137,18,1.0,3.8,0.6,Social Media,10,6.2,10.0
1246,Joseph Davidson,18,Other,Lake Jesse,9th,4.9,5.0,93,1,1.3,5,3,8,0,1.5,85,7,1.1,1.2,0.8,Browsing,1,4.1,7.8
114,James Alvarez,15,Female,Port Veronicamouth,9th,6.9,3.9,73,9,2.2,1,6,4,0,0.8,58,16,3.3,2.8,1.8,Education,3,4.9,10.0
2807,Karla Carter,18,Male,South Meganmouth,9th,9.3,5.5,51,8,2.1,1,1,6,0,1.2,85,6,3.3,2.6,1.4,Gaming,8,7.8,10.0
988,Justin Dixon,13,Other,Donaldborough,8th,1.1,6.0,82,3,1.8,10,9,10,0,0.7,29,6,3.0,0.3,0.9,Other,8,8.9,3.2
502,Troy Rodriguez,17,Other,East Christine,8th,4.3,3.8,50,10,0.0,8,9,6,0,0.4,73,7,3.4,1.1,0.4,Gaming,3,5.2,9.8
2892,Tina Powell,13,Female,Heatherland,7th,8.0,5.9,80,9,1.3,10,9,4,1,1.9,28,6,1.5,1.6,1.2,Other,9,5.9,9.9
1010,Meghan Williams,14,Male,Andrewschester,12th,6.2,7.1,87,5,2.2,10,1,9,1,1.8,53,15,2.1,2.2,0.6,Gaming,6,9.1,10.0
1199,Megan Sullivan,13,Male,Martinmouth,11th,7.0,6.3,66,6,0.0,8,6,9,0,0.2,136,12,1.0,1.5,1.2,Social Media,1,3.8,10.0
1395,Nicole Lawrence,19,Male,West Kristafurt,8th,5.6,3.9,89,5,1.5,3,3,4,1,1.0,100,19,3.5,2.1,0.0,Education,5,7.5,10.0
590,Kristina Morgan,16,Female,Annstad,12th,4.3,7.3,95,9,2.1,4,3,3,1,0.7,130,16,3.8,0.6,2.5,Browsing,7,6.2,10.0
769,Debbie Schmidt,17,Other,North Kevinshire,9th,1.9,6.8,99,7,1.4,1,4,3,1,1.7,80,18,2.2,0.9,1.4,Browsing,4,6.0,6.8
18,John Cooper,15,Other,Paulstad,10th,3.0,6.1,80,5,1.4,1,4,2,1,1.2,95,16,3.0,1.9,0.2,Other,7,7.5,10.0
1043,Adam Humphrey,19,Female,West Justin,11th,9.5,6.9,79,10,0.3,8,9,8,1,1.9,137,20,2.9,2.7,0.2,Social Media,5,6.6,10.0
1448,Mary Jones,14,Female,Josephhaven,9th,2.6,6.5,51,3,0.9,4,8,2,1,1.4,28,15,2.8,1.7,1.8,Browsing,3,9.7,7.4
2464,John Scott,13,Other,Rebeccaburgh,7th,4.1,6.5,92,9,1.2,2,5,8,1,1.8,144,8,3.0,2.9,1.4,Other,1,4.2,10.0
286,Rebecca Short,15,Male,Port Christina,10th,2.6,6.7,59,1,1.0,2,8,1,0,1.5,50,19,1.2,2.7,2.0,Gaming,8,6.4,8.0
2639,Angela Duncan,17,Male,Lake Rebekah,9th,5.5,8.5,64,8,0.0,9,9,1,0,0.6,41,7,2.3,2.7,0.3,Other,10,7.0,8.5
429,Angela Davis,14,Female,West Traceymouth,10th,4.9,6.5,85,10,0.0,9,8,2,1,0.9,110,19,3.9,2.1,1.1,Gaming,2,5.4,10.0
1329,Elizabeth Adams,13,Other,Berrymouth,11th,5.2,8.5,82,5,1.1,3,1,8,1,0.0,58,15,2.0,3.1,1.4,Education,6,8.6,10.0
1949,Kristi Peters,16,Female,Shannontown,8th,4.7,5.2,92,2,2.1,6,5,6,0,1.2,110,20,2.0,1.8,1.5,Gaming,2,7.3,10.0
670,Charles Wolfe,19,Other,Malonetown,12th,3.2,8.5,58,3,1.9,1,3,3,1,0.7,71,11,2.5,0.0,1.5,Browsing,6,5.3,5.1
32,Jennifer Hudson,19,Male,Vickifurt,10th,4.2,6.9,86,8,1.7,5,1,9,1,1.0,100,15,2.6,2.2,0.9,Browsing,4,6.9,10.0
1342,William Snyder,19,Female,Eatonton,12th,8.1,5.2,82,0,0.1,7,9,5,1,1.8,70,19,3.0,0.9,0.1,Education,8,5.3,10.0
723,Kristen Sosa,18,Female,Port Marcus,8th,5.1,4.2,82,8,0.2,1,7,8,0,1.3,127,20,2.2,2.2,1.5,Other,9,3.2,10.0
952,Emily Flynn,17,Other,Franklinville,12th,5.8,8.4,73,4,0.0,1,10,3,1,1.1,67,6,2.1,2.6,0.4,Gaming,10,7.1,8.8
1915,Mrs. Kayla Morris,18,Male,Ambertown,9th,2.5,7.6,82,4,0.9,9,3,1,0,1.6,43,18,1.8,2.7,2.3,Education,4,6.7,7.7
2294,Andrea Rodriguez,15,Other,East Julie,11th,0.9,5.1,83,8,0.8,7,5,7,0,1.2,43,15,3.3,2.5,0.7,Gaming,8,7.6,8.0
215,Bryan Horton,13,Male,New Teresa,10th,6.3,7.2,81,7,0.0,3,4,3,0,1.9,77,15,2.5,0.4,1.8,Social Media,7,5.0,10.0
990,Colleen Perkins,15,Female,Anthonyview,7th,6.8,5.2,55,0,2.0,2,10,10,0,0.8,58,16,3.4,0.6,0.3,Education,2,7.8,10.0
1165,Mary Phillips,17,Female,Joseburgh,7th,7.5,8.2,63,0,1.7,7,1,10,1,0.6,140,14,3.8,2.2,1.5,Other,3,4.1,10.0
2793,Autumn Lee,18,Male,West John,12th,6.8,4.5,63,0,0.6,7,8,7,0,2.0,83,16,1.8,1.3,1.6,Social Media,3,6.5,10.0
2006,Casey Santos,14,Female,New Virginiaport,7th,2.7,5.1,69,9,0.6,9,2,3,1,0.7,139,11,2.0,0.0,1.1,Browsing,7,6.3,7.1
327,Victoria Cisneros,14,Female,South Vincentshire,10th,3.9,5.3,63,10,1.3,8,2,7,1,1.6,141,19,1.3,2.4,0.3,Other,8,3.0,10.0
561,Maurice Jones,19,Female,Jeffreyburgh,9th,4.1,4.2,83,2,0.2,9,7,3,0,0.7,101,6,2.3,0.6,0.1,Social Media,8,8.5,8.1
1384,Belinda Wilkerson,16,Female,Evanshaven,10th,6.0,7.1,55,2,0.0,9,9,10,0,0.5,134,20,1.5,2.2,0.0,Education,10,4.3,10.0
1725,Lawrence Ritter,16,Other,South Megan,12th,1.5,5.7,55,8,0.7,8,4,4,0,1.2,48,19,2.0,1.4,0.6,Other,3,5.5,6.8
1087,John Pineda,14,Female,East Lindatown,9th,3.5,5.1,82,0,1.6,5,2,5,0,1.4,64,11,1.1,2.2,0.5,Browsing,5,8.1,7.7
2684,Tom Hall,16,Male,Kathyland,12th,3.2,6.7,81,8,0.8,1,8,8,1,0.5,75,6,3.8,0.8,1.5,Browsing,10,4.8,7.2
342,Christopher Hamilton,19,Female,North Cindyberg,10th,2.9,8.1,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,Browsing,10,7.0,6.8
1654,Angel Nielsen,13,Female,Gregoryfurt,8th,6.3,3.0,84,4,1.6,5,1,4,0,1.2,37,8,1.4,0.9,0.3,Other,1,1.9,9.4
148,Paula Jones,19,Male,Blackburnhaven,9th,6.4,7.8,62,3,0.0,6,3,7,1,0.6,41,11,2.6,3.6,2.2,Other,5,9.4,10.0
2340,Jordan Richard,13,Female,North Vincentstad,10th,3.3,7.9,74,2,1.1,10,4,3,0,1.8,22,11,2.4,1.0,0.9,Gaming,10,5.5,5.4
2413,Samuel Robinson,13,Female,Susanfort,8th,3.0,7.4,74,2,1.4,5,1,9,0,1.5,78,12,2.7,2.9,1.4,Social Media,6,8.7,8.9
1108,James Lane,14,Female,Johnstad,11th,2.2,6.3,62,2,0.0,6,2,7,0,0.7,98,18,2.9,1.1,1.1,Social Media,1,5.1,8.6
849,Frank Davis,19,Female,West Kelly,10th,7.3,4.9,73,6,0.8,10,9,8,1,1.2,33,15,2.5,0.6,0.6,Browsing,3,7.0,10.0
967,Vanessa Williams,17,Other,South Stevenport,10th,4.2,6.6,85,1,0.0,1,1,8,0,1.1,46,16,4.9,0.0,0.5,Browsing,4,4.4,9.9
1073,Crystal Whitaker,16,Female,Albertberg,10th,2.7,5.2,86,3,0.2,6,10,6,0,0.4,66,12,3.8,2.3,1.1,Browsing,4,6.2,9.9
2465,Andrew Dorsey,16,Female,Pittmanberg,8th,5.4,4.9,93,6,1.8,5,2,3,1,0.8,132,6,3.8,0.0,1.1,Education,2,7.0,10.0
1906,Joshua Bryant,17,Male,South Joshuastad,12th,5.4,7.9,83,5,1.8,4,2,2,1,0.6,91,14,1.5,2.7,0.7,Education,10,5.0,10.0
156,Sheila Bennett,17,Female,Boothside,9th,4.8,4.1,63,9,1.2,9,7,7,0,0.3,91,20,1.9,1.6,1.4,Gaming,4,8.0,10.0
666,Lawrence Fuller,17,Male,East Willie,7th,5.3,8.4,67,10,0.7,9,4,8,1,0.5,70,18,3.4,0.9,0.7,Education,10,4.9,10.0
662,Katherine Montgomery,17,Male,Masonburgh,8th,4.9,7.7,87,7,0.0,5,5,6,1,1.4,86,11,1.3,2.8,1.0,Browsing,7,7.4,9.1
1003,Patricia Robertson,15,Male,Port Robertville,8th,4.4,9.7,71,0,3.0,9,5,6,1,0.0,73,9,2.9,1.6,1.2,Browsing,5,5.2,7.3
2342,Nicole Irwin,19,Other,New Ryan,12th,5.8,6.9,74,3,0.0,10,8,9,0,1.4,106,6,2.5,0.0,0.5,Social Media,4,1.7,8.2
2517,Christopher Wright,18,Other,North Johnnystad,8th,9.4,7.3,50,7,0.9,10,7,1,0,1.4,119,16,0.4,1.7,0.6,Other,1,3.5,10.0
177,Brittany Kirk,16,Other,New Alicia,10th,8.1,6.7,50,0,2.0,4,7,7,1,0.5,63,7,2.1,0.0,1.8,Other,7,7.2,9.5
2655,Faith Thomas,15,Male,Port Alanville,10th,2.3,7.8,69,9,0.0,2,2,9,0,0.5,72,8,2.7,1.4,0.2,Social Media,10,5.8,5.5
1880,David Good,14,Male,Katrinaberg,11th,5.0,6.8,51,6,0.0,10,7,9,0,0.4,150,9,1.7,0.6,0.7,Other,1,5.9,8.7
1525,Jessica Lewis,18,Female,East John,12th,7.1,6.4,64,9,0.1,5,5,10,0,1.3,54,15,1.9,1.8,0.8,Gaming,2,4.8,10.0
2818,Corey Carter,16,Other,Andremouth,9th,4.5,3.0,57,1,2.5,1,9,6,1,1.2,108,6,2.2,0.9,0.2,Browsing,7,6.0,9.5
1204,Angela Butler,14,Other,North Paulhaven,12th,3.6,6.7,52,3,1.7,6,3,2,1,0.6,129,12,2.5,1.3,0.8,Browsing,6,8.9,9.0
25,Mark Crawford,19,Other,Port Alan,12th,4.6,7.2,85,7,1.3,7,6,4,0,1.1,71,5,1.8,0.8,1.1,Social Media,8,6.2,6.0
2811,Eric Briggs,14,Other,Port Staceyhaven,8th,4.0,6.2,65,3,0.9,7,8,3,1,1.2,39,8,2.3,0.8,2.0,Social Media,4,5.7,6.4
2810,Stacey Rivera,16,Other,East Kellistad,7th,5.2,5.2,63,7,0.0,3,6,5,0,1.4,86,6,2.7,2.0,0.1,Education,6,5.8,10.0
2078,Travis Owens,18,Male,Vaughnside,8th,4.5,5.2,66,1,2.1,3,4,1,1,1.3,144,16,1.0,2.3,2.1,Social Media,10,3.5,10.0
2300,James Snyder,13,Other,West Kimberly,10th,3.9,8.5,70,5,2.0,5,2,10,1,0.7,25,10,2.5,1.4,0.8,Other,8,4.0,6.1
876,Samuel Johnson,16,Female,New Gregory,9th,6.7,4.6,85,7,1.2,8,7,1,1,2.1,115,5,2.2,1.7,0.9,Education,4,4.7,10.0
2900,Tyler Wilson,15,Female,Fryehaven,11th,5.7,5.4,51,1,0.0,3,10,2,1,0.7,67,10,4.0,1.2,1.6,Other,8,8.3,10.0
939,Jeffrey Davis,16,Other,South Marie,11th,3.5,6.6,74,6,2.0,10,7,1,0,1.1,126,10,2.2,0.9,0.0,Other,1,5.1,7.8
2698,Stephanie Becker,13,Male,Brandonside,12th,6.2,3.8,72,9,0.0,6,4,3,0,1.2,40,19,3.5,0.2,0.7,Education,7,4.9,10.0
1553,Stephen Beltran,18,Female,Greenchester,8th,5.3,5.4,86,8,0.1,1,8,9,0,0.7,60,5,2.6,1.9,1.1,Social Media,1,7.7,9.3
347,Christopher Blevins,13,Male,Port Amandastad,9th,5.7,5.8,95,8,1.1,1,3,8,1,1.4,64,19,2.5,1.4,1.2,Education,6,9.7,10.0
2508,Michael Wiley,13,Female,North Andrewtown,10th,7.6,9.7,76,6,0.9,2,6,4,1,0.3,75,5,2.1,0.4,0.0,Other,2,6.5,7.8
2972,Kimberly Tanner,14,Male,Lake Sarah,11th,3.5,5.6,58,0,1.7,5,7,9,0,1.2,109,8,1.7,1.7,1.0,Other,8,7.0,7.9
2038,Ralph Hodges,16,Female,Chasefort,9th,5.2,7.3,76,1,0.0,1,5,4,0,0.8,99,15,5.0,2.2,1.3,Gaming,9,7.8,10.0
1927,Courtney Rice,16,Other,Lake Jacobbury,11th,7.7,5.4,62,6,0.5,8,6,5,0,1.5,46,5,2.5,2.5,0.5,Education,10,3.8,10.0
386,Holly Adams,14,Male,Samuelfort,11th,1.9,3.9,50,0,1.0,1,5,9,0,1.9,41,7,2.8,2.2,0.9,Social Media,6,5.5,7.2
1830,Alexandria Carr,16,Female,Ashleymouth,10th,1.7,5.2,68,9,2.7,5,3,6,0,1.6,124,8,2.4,1.0,1.1,Social Media,10,6.7,6.6
2162,Kelly Gallegos,17,Male,Daltonview,10th,4.2,6.1,80,4,1.4,10,7,8,1,0.8,135,16,1.3,0.9,2.0,Education,3,5.2,9.3
2509,Jeffrey Brown,16,Female,New Laura,12th,3.5,6.8,91,4,1.1,5,3,4,0,2.2,107,12,3.7,1.4,0.5,Browsing,1,9.2,9.7
2197,Lisa Duncan,15,Male,Hawkinshaven,7th,8.1,7.1,84,0,2.2,7,8,3,0,1.3,71,6,2.9,0.6,0.0,Social Media,2,5.3,10.0
244,Joseph Sellers,19,Other,East Paula,8th,7.2,4.4,52,5,0.1,6,2,9,0,0.5,50,13,1.5,0.3,0.0,Browsing,5,6.4,10.0
2087,Brian Carey,16,Other,New Madisonburgh,11th,4.1,7.9,100,2,1.5,9,5,8,0,1.5,53,10,3.1,1.2,1.1,Gaming,8,7.1,7.5
1827,Ashley Lin,18,Other,Kennethfurt,8th,6.6,3.6,71,3,2.2,2,9,1,1,1.2,145,13,3.1,1.4,1.7,Other,5,5.6,10.0
937,Richard Smith,18,Female,Michaelchester,7th,7.4,5.4,83,7,1.0,8,8,7,1,1.4,75,17,1.6,1.2,2.1,Social Media,4,6.5,10.0
1690,Anthony Nunez,13,Female,Loganberg,7th,6.0,7.7,55,2,1.6,5,2,7,0,1.0,145,20,3.7,2.6,0.3,Social Media,1,5.0,10.0
2581,Gloria Miller,19,Male,Ericashire,8th,6.7,10.0,57,3,0.7,6,6,7,0,0.5,111,11,0.5,2.1,0.8,Education,5,7.7,8.7
313,Marcus Walker,16,Other,Brendastad,11th,6.0,6.7,80,7,1.1,7,1,10,0,1.7,133,7,2.9,2.2,0.0,Education,8,5.4,10.0
1460,Frank Johns,17,Other,West Darrylside,10th,4.5,10.0,65,5,1.8,5,5,4,0,0.6,38,15,2.8,1.4,0.8,Browsing,5,10.1,7.5
2926,Shelby Stephenson,18,Female,Shannonville,9th,6.6,7.7,55,8,3.3,9,10,2,0,1.2,83,11,2.0,1.0,2.2,Social Media,6,5.2,9.6
2108,Jesse Howell,13,Other,Port Marc,12th,2.8,8.6,62,6,1.3,8,4,6,0,1.5,82,19,3.7,1.0,0.0,Other,2,6.5,8.6
1333,Lisa Hernandez,17,Other,Tinaburgh,10th,4.5,5.1,95,6,0.2,9,5,10,0,1.0,20,19,2.7,0.9,1.2,Gaming,4,4.0,9.8
969,Heather Caldwell,16,Other,West Russellshire,8th,8.7,5.7,65,2,0.7,6,7,1,1,0.7,38,17,3.2,0.8,1.8,Browsing,6,6.6,10.0
1455,Heather Smith DVM,13,Female,Brownton,11th,4.1,9.2,77,10,0.8,3,1,6,0,0.9,22,17,2.6,1.0,1.9,Gaming,2,1.0,6.9
661,Samantha Russell,16,Other,New Tarashire,8th,3.8,5.2,87,9,2.6,2,8,4,1,0.7,60,13,1.0,1.1,1.1,Education,6,8.7,7.1
1935,James Adams,16,Female,North Cristina,12th,4.8,6.7,65,4,1.1,10,4,3,0,0.4,67,6,3.9,2.0,0.9,Browsing,10,6.8,9.9
936,Devon Coffey,15,Other,Mcculloughville,7th,2.7,4.5,100,10,1.2,2,10,1,1,1.1,116,12,3.2,0.2,0.2,Social Media,4,1.9,8.6
371,Mark Donovan,13,Female,South Keith,11th,8.4,6.6,92,7,1.7,7,10,1,1,1.7,87,14,0.5,2.5,0.2,Social Media,3,8.4,10.0
567,Mrs. Sarah Adams,15,Female,Donaldtown,12th,0.2,5.4,78,4,1.0,9,8,4,0,1.5,102,14,1.6,0.3,0.4,Social Media,2,7.7,4.2
1974,Samuel Taylor,13,Female,Ramirezview,12th,5.2,9.0,99,1,0.4,5,7,1,1,0.6,64,16,2.3,0.5,1.2,Browsing,7,8.7,8.0
1855,David Dixon,19,Male,Cynthiabury,8th,3.5,4.5,73,0,2.0,7,3,5,0,0.2,60,9,1.7,1.9,0.5,Education,9,6.1,7.8
1025,Alicia Robles,13,Male,Cardenasborough,12th,8.1,5.1,68,5,1.1,6,8,3,1,0.0,101,14,4.5,0.0,0.0,Education,4,6.0,10.0
825,Evan Henry,16,Female,Bradfordstad,10th,8.3,3.3,54,4,0.3,1,1,3,1,0.2,75,8,2.1,2.2,1.1,Education,9,5.8,10.0
983,Brooke Sanders,19,Other,Port Andrew,10th,4.8,8.9,89,7,0.2,10,1,10,0,1.3,57,12,2.0,1.7,0.4,Other,5,8.0,7.6
2673,Parker Brown,15,Male,West Anthonyview,9th,7.6,4.5,78,8,1.7,6,10,9,1,0.0,33,17,1.1,2.6,0.0,Social Media,8,6.6,10.0
2957,Mr. Jacob Ryan,17,Other,Lake Carrie,10th,5.3,6.4,83,4,0.5,4,1,5,1,1.1,145,9,2.2,1.0,1.8,Browsing,7,6.5,10.0
1646,Gary Foster,14,Male,Joannfort,8th,4.6,5.3,66,4,0.0,2,5,6,1,0.7,144,6,3.8,1.9,0.7,Browsing,9,9.2,10.0
2583,Kelly Garza,16,Other,West Mikebury,7th,3.7,8.2,60,4,0.3,9,1,7,0,0.7,139,14,4.6,2.2,0.0,Browsing,8,6.3,10.0
2246,Lance Butler,14,Male,Clarkbury,10th,6.9,5.8,63,5,0.5,4,1,1,1,1.2,103,14,2.5,1.2,1.1,Education,6,6.4,10.0
2119,Kayla Adams,13,Female,Lake Jamie,12th,5.6,5.6,71,3,1.3,10,2,9,0,0.7,76,19,1.7,0.3,1.2,Gaming,3,5.8,10.0
814,Jason Mccann,17,Female,Cynthiastad,9th,3.2,5.9,60,5,0.7,3,9,2,0,1.6,102,19,3.0,0.2,0.0,Other,5,4.8,9.3
1793,Brittney Watts,15,Female,East Rebecca,7th,4.9,6.7,95,0,1.3,6,1,4,0,1.1,59,18,2.4,1.2,0.1,Gaming,6,4.4,9.9
1431,Cynthia Shaffer,16,Male,Lancestad,11th,6.7,9.9,54,1,0.9,9,10,10,1,0.8,43,17,2.9,1.0,0.0,Education,3,8.7,9.9
779,Miss Lisa Kennedy,19,Male,North Joseph,9th,8.1,7.1,77,1,0.9,7,4,8,0,0.9,22,6,3.4,0.8,1.9,Gaming,4,5.6,10.0
1750,Darryl White,19,Male,Phillipsshire,12th,7.1,5.9,66,3,0.9,10,10,10,1,0.8,48,6,2.9,0.8,1.6,Browsing,1,6.3,10.0
1321,Donna Lewis,16,Other,Howardfurt,7th,5.1,3.3,69,4,0.8,9,8,2,1,1.5,65,15,2.7,2.6,1.9,Social Media,9,2.8,10.0
2400,Michael Smith,14,Male,Lake Jeffery,12th,6.8,3.6,86,0,0.3,3,1,4,0,0.9,145,13,3.3,1.5,0.5,Gaming,9,4.5,10.0
2872,Natalie Phillips,18,Female,Williamtown,11th,5.7,9.0,61,4,1.3,9,7,6,0,0.1,133,9,4.4,1.8,0.1,Social Media,1,6.0,10.0
1053,Deborah Bradley,19,Male,Mcculloughmouth,8th,9.1,8.5,53,1,1.1,10,9,10,1,1.7,78,13,1.5,2.0,1.2,Education,8,6.3,10.0
2322,Anthony Gray,13,Male,New Lisaport,8th,3.4,7.1,68,6,1.1,2,5,10,1,0.7,125,11,3.1,1.2,1.2,Browsing,3,5.6,8.9
1014,Erika Moreno,18,Other,New Davidborough,10th,2.1,6.0,92,8,0.8,2,2,3,1,1.0,143,19,2.0,1.9,2.3,Other,8,4.3,9.7
1929,David Howell,14,Other,New William,7th,6.1,4.8,68,0,2.4,6,8,5,0,0.8,87,19,4.2,0.0,1.7,Other,8,5.1,10.0
1402,Michael Hill,17,Female,Sullivanchester,11th,2.3,5.6,60,6,0.7,2,5,4,0,1.0,149,18,0.8,1.8,0.4,Gaming,1,6.0,8.7
1823,Karen Ramsey,14,Other,East Katherinehaven,11th,5.8,9.3,86,4,0.7,2,9,6,0,0.6,44,12,0.2,2.3,1.1,Gaming,8,8.0,6.9
2248,Patrick Hopkins,14,Male,North Katherine,12th,3.7,5.3,64,8,0.6,2,4,1,1,0.8,139,7,2.5,0.7,0.9,Education,3,7.3,8.4
2494,Bailey Houston,18,Other,Lake Mary,11th,8.4,5.8,75,9,1.8,7,4,5,1,1.0,90,15,2.3,0.8,0.0,Other,4,2.9,10.0
2592,Stephen Cohen,14,Female,Burgessfort,7th,5.5,6.6,90,4,1.1,7,5,10,1,1.3,106,17,4.0,0.7,1.4,Social Media,7,7.1,10.0
127,Sonya Armstrong,13,Other,North Brian,7th,4.4,5.0,68,7,3.7,2,4,8,0,1.8,70,18,2.4,1.1,0.7,Browsing,2,5.1,10.0
2092,Judy Nelson,19,Female,North Teresafurt,11th,4.9,6.4,92,1,1.3,6,7,2,1,0.9,26,13,1.1,0.6,1.6,Other,8,7.0,6.5
2135,Matthew Wallace,17,Other,Natalieville,10th,5.0,5.8,65,5,2.7,6,7,7,0,1.5,49,15,1.0,0.6,1.0,Other,2,7.4,7.7
888,Erika Dean,16,Other,Margaretville,11th,6.6,5.4,58,6,1.7,3,10,3,1,2.3,83,9,2.7,2.8,1.7,Browsing,6,6.2,10.0
2457,Amanda Webb,16,Male,New Marcshire,7th,8.3,7.2,63,3,2.3,9,1,10,1,0.7,79,18,3.8,2.6,0.7,Browsing,8,7.2,10.0
1348,Jennifer Sims MD,14,Male,New Justinside,10th,3.0,6.1,74,4,1.2,2,9,7,1,0.0,63,17,0.7,3.2,1.9,Gaming,6,5.4,8.5
